lat,long
6.597139,99.95761
6.70775,100.3216
6.7539169999999995,100.1492
6.7583333333,100.37
6.7672222222,100.5125
6.7683333333,100.5125
6.795111,99.96152
6.8158333333000005,100.554166667
6.816111111100001,100.323611111
6.8236111111,100.44
6.8338888889,100.554166667
6.8572222222,100.53472222200001
6.857528,100.1131
6.8666666667,100.329722222
6.868028,99.79105
6.8730555556,100.39861111100001
6.885833333300001,100.460555556
6.895833333300001,100.49388888899999
6.8963888889,100.259444444
6.896944444400001,100.37583333299999
6.9191666667,100.555
6.946705000000001,100.41117
6.9580555556,100.556666667
6.964444444400001,100.304444444
6.993333,99.92225
7.0,100.523333333
7.0122222222,100.296111111
7.0247222222,100.579722222
7.0449720000000005,100.3926
7.05175,100.4502
7.07975,100.1883
7.090639,99.76847
7.126278,100.5533
7.141083,100.2911
7.238417,99.57686
7.245833,100.1098
7.2741940000000005,100.515
7.285139,100.2539
7.30175,100.1691
7.3115,100.0399
7.318722,99.67358
7.3318330000000005,100.4306
7.334861,100.1014
7.379361,100.2047
7.4295279999999995,100.1741
7.438639,99.92883
7.445917,99.57916999999999
7.458194000000001,100.1298
7.472278,99.68831
7.48375,100.2067
7.517639,100.4255
7.555833,99.70758000000001
7.567222,99.90031
7.578917,99.34058
7.5792779999999995,100.2846
7.593194,100.0765
7.595611,99.54916
7.598555999999999,100.4022
7.6049169999999995,99.98653
7.652139,99.8718
7.686306,99.50755
7.70975,99.83639000000001
7.728611,99.09106
7.741833,100.0462
7.778944,100.3656
7.796945,100.0234
7.803222,99.61433000000001
7.8165830000000005,99.9483
7.839861,98.29505999999999
7.90925,100.3166
7.9435,98.29114
7.944972,99.15241999999999
7.975722,99.633
7.990861,99.57441999999999
8.005527,99.01311
8.012584,98.3988
8.041528,99.65005
8.050138,99.97933
8.054222,100.2154
8.062111,99.27419
8.074195,99.88741
8.102389,100.0936
8.139694,100.2462
8.164916999999999,99.86855
8.165361,98.79661
8.179973,100.0639
8.182333,98.43589
8.222028,100.2465
8.263611000000001,99.04808
8.269834,99.54753000000001
8.273222,100.1559
8.297667,99.9455
8.304778,99.45983000000001
8.383944999999999,98.71531
8.38825,100.2318
8.394639,98.44896999999999
8.395861,99.81486
8.397583000000001,98.24981
8.419333,99.59855999999999
8.42675,99.5034
8.449667,98.84167
8.462639999999999,99.0764
8.467083,99.41708
8.503139,98.63006
8.520083,99.33205
8.521194,98.51628000000001
8.52775,99.82375
8.57197,99.2557
8.585389,99.53825
8.595139,98.66622
8.630560000000001,99.3431
8.674555999999999,99.86764000000001
8.698694,99.22855
8.720528,99.74986
8.724722,98.38325
8.750584,98.80292
8.762055,99.91535999999999
8.769861,99.30478000000001
8.794777999999999,99.63342
8.79994,99.36399999999999
8.823,99.41286
8.866083,99.147
8.867861,98.336
8.920889,99.39905999999999
8.925305,99.83195
8.9275,99.24239
8.956195,98.87786
8.998667,99.87603
9.009778,99.26581
9.031080000000001,98.9641
9.032583,99.61997
9.0375,99.13414
9.056611,99.02547
9.080888999999999,99.16339
9.083,99.52799999999999
9.11733,99.2254
9.1465,99.64458
9.148361,98.96503
9.157222,99.42819
9.1765,98.41433
9.192611,99.14967
9.20825,99.80753
9.232611,99.62539
9.427166999999999,99.20747
9.431694,98.46696999999999
9.570528,99.16648
9.582167,98.60194
9.5925,99.11994
9.764584,99.08614
9.785861,98.77797
9.910583,98.92314
9.951834,99.08114
10.00692,99.15453000000001
10.11331,98.75403
10.13686,99.07361
10.20767,98.93436
10.2525,99.09344
10.343689999999999,98.77495
10.50394,98.98564
10.52747,98.90281
10.59956,99.16171999999999
10.602889999999999,99.05911
10.67153,99.18103
10.70425,99.3203
10.77692,99.37183
10.86775,99.35022
10.87153,99.23631
10.982330000000001,99.33736
11.02769,99.41578
11.07819,99.3762
11.08981,99.45758000000001
11.202810000000001,99.56203000000001
11.24992,99.51006
11.350439999999999,99.56631
11.43136,99.55527
11.4998,99.6223
11.60569,99.6665
12.007810000000001,99.84419
12.069939999999999,99.86728000000001
12.10328,102.3521
12.14028,99.93478
12.188360000000001,102.3899
12.25503,102.5583
12.28525,99.87589
12.30061,99.95903
12.36992,99.98711
12.37014,102.4464
12.44519,102.6301
12.4601,99.8649
12.52939,99.54381
12.53208,102.0101
12.56292,102.2894
12.58394,102.5194
12.59189,99.83878
12.62342,101.8911
12.644219999999999,101.5053
12.66469,101.0349
12.67661,99.7737
12.68269,102.196
12.69864,100.9768
12.7212,99.8503
12.77347,101.9712
12.7868,99.9068
12.78856,101.3426
12.81756,99.77194
12.82725,101.6694
12.82878,101.2053
12.845,101.3118
12.8542,99.795
12.85942,101.7391
12.866810000000001,100.9433
12.867469999999999,101.1409
12.87528,101.5736
12.9075,99.648
12.92089,102.3461
12.9327,100.061
12.93411,99.76669
12.93525,102.0583
12.94417,101.3126
12.959389999999999,101.1706
12.9665,99.98089
12.9731,99.8877
13.01028,99.83253
13.01575,100.9695
13.0485,99.9198
13.05383,99.71415999999999
13.07419,101.9377
13.086219999999999,102.2587
13.09797,101.5989
13.10992,101.4138
13.11439,99.91903
13.143920000000001,101.0246
13.15308,100.0534
13.161610000000001,99.83717
13.1627,99.6969
13.23686,100.9838
13.24114,101.4876
13.26331,99.94408
13.27847,101.2011
13.28933,99.81228
13.364889999999999,102.2849
13.374220000000001,102.1319
13.377720000000002,101.1216
13.38478,101.2191
13.39342,100.031
13.41536,101.3351
13.419279999999999,99.90725
13.4475,101.6105
13.46197,99.68308
13.476189999999999,99.43344
13.49206,102.0338
13.50186,99.85991999999999
13.50625,99.80055
13.50681,101.2088
13.508189999999999,100.154
13.510060000000001,100.80799999999999
13.5183,102.065
13.534920000000001,99.72483000000001
13.53519,102.3024
13.54481,99.318
13.55125,100.9652
13.586689999999999,99.96378
13.5995,100.7958
13.60728,101.1303
13.610610000000001,101.3262
13.61803,100.176
13.63039,99.60386
13.64625,100.3119
13.65156,101.0533
13.665470000000001,99.76041
13.670060000000001,100.5563
13.671,102.075
13.6718,100.19
13.675329999999999,102.1528
13.68922,101.2227
13.70225,101.6959
13.710779999999998,100.0127
13.713529999999999,100.1608
13.71425,101.3824
13.718860000000001,101.1436
13.76733,100.1318
13.779860000000001,102.2354
13.78381,99.44725
13.79486,99.79344
13.81308,100.3307
13.82422,100.31
13.834970000000002,102.6177
13.84322,100.1501
13.8496,102.12100000000001
13.85767,100.0244
13.861189999999999,102.0879
13.88161,100.3754
13.885420000000002,100.10600000000001
13.89661,99.97275
13.898439999999999,101.0509
13.90275,102.4657
13.93061,101.39299999999999
13.93247,100.4901
13.937920000000002,101.1874
13.938310000000001,101.54799999999999
13.945170000000001,99.85475
13.96442,100.8254
13.97425,100.4093
13.9745,100.9739
13.977170000000001,99.62798000000001
13.991079999999998,102.6507
14.00314,100.3319
14.007439999999999,100.5698
14.0259,101.525
14.036439999999999,102.8242
14.04403,100.339
14.0455,100.5287
14.105939999999999,100.1313
14.10975,100.3968
14.110610000000001,101.7161
14.12103,101.506
14.125079999999999,100.4983
14.13075,100.03399999999999
14.1365,100.8901
14.139529999999999,100.7324
14.14925,101.2698
14.161779999999998,100.103
14.17469,101.0579
14.18881,101.1681
14.189029999999999,102.6846
14.192420000000002,100.3111
14.204170000000001,100.8701
14.208860000000001,99.04805999999999
14.229029999999998,99.76339
14.247779999999999,100.6892
14.25194,100.6145
14.29028,100.8161
14.2948,100.15100000000001
14.298329999999998,100.4167
14.303329999999999,99.50878
14.320829999999999,100.3278
14.343860000000001,99.75156
14.348889999999999,100.4022
14.35789,100.6954
14.35944,100.4683
14.36261,102.4382
14.3735,101.8658
14.380279999999999,100.9731
14.380279999999999,103.0547
14.38444,100.5675
14.393889999999999,102.785
14.4025,100.7906
14.417689999999999,100.7242
14.41806,100.5256
14.420829999999999,100.3881
14.422,100.2306
14.429670000000002,103.2738
14.435360000000001,102.2902
14.437579999999999,102.3553
14.44594,99.13069
14.457220000000001,100.4567
14.45781,102.6803
14.46161,105.1054
14.474029999999999,103.5995
14.4752,100.09100000000001
14.47725,99.9375
14.492920000000002,103.9379
14.49425,102.9346
14.50278,100.8886
14.509720000000002,100.7953
14.510329999999998,100.6434
14.51564,99.70819
14.534170000000001,100.5294
14.53672,99.40861
14.541170000000001,105.264
14.546,104.1334
14.548110000000001,104.4621
14.5506,100.039
14.554170000000001,100.8764
14.563579999999998,104.9224
14.56475,100.6935
14.566139999999999,102.5264
14.572779999999998,103.1892
14.58528,100.4825
14.588170000000002,104.6163
14.588610000000001,100.6306
14.590079999999999,99.99103000000001
14.590110000000001,103.4588
14.593329999999998,100.2428
14.598889999999999,100.735
14.603860000000001,102.0339
14.60861,101.0139
14.611670000000002,100.3361
14.61217,99.53536
14.630189999999999,100.1311
14.64056,100.4847
14.645560000000001,100.5756
14.65306,100.4119
14.655439999999999,104.4191
14.65944,100.9056
14.66378,103.8255
14.67581,98.60117
14.685329999999999,104.1975
14.694320000000001,101.5419
14.713,102.561
14.721079999999999,103.2306
14.726939999999999,100.6769
14.730310000000001,103.6663
14.73422,102.0566
14.736939999999999,102.38799999999999
14.74417,101.0478
14.745470000000001,104.6872
14.74942,99.78245
14.7501,104.8589
14.75339,102.8768
14.75678,104.0893
14.75944,100.2928
14.759720000000002,101.1169
14.764170000000002,100.0203
14.76539,103.8745
14.77583,100.4503
14.77883,100.9153
14.780560000000001,100.3683
14.783439999999999,99.32885999999999
14.79139,101.2633
14.80369,104.5059
14.825560000000001,100.3342
14.827639999999999,100.4799
14.8284,99.6587
14.83175,104.3604
14.841389999999999,103.292
14.84639,105.0419
14.850810000000001,104.7707
14.86611,100.335
14.86686,101.0554
14.87103,104.1144
14.872829999999999,105.4186
14.87822,99.70340999999999
14.88003,104.6587
14.88269,101.6652
14.89011,103.0784
14.89339,102.6105
14.90789,104.4128
14.913720000000001,104.5479
14.917720000000001,100.1588
14.930860000000001,103.7039
14.932329999999999,101.5157
14.93714,101.8443
14.942670000000001,103.1868
14.945720000000001,104.2627
14.95036,103.9377
14.95861,100.4325
14.961889999999999,102.8406
14.965279999999998,99.945
14.96669,104.0616
14.971110000000001,101.4228
14.985970000000002,101.0115
14.999170000000001,100.2086
14.999360000000001,102.2232
15.002329999999999,102.5067
15.01022,102.6304
15.01503,105.0518
15.02036,104.7379
15.02389,100.3617
15.03328,101.2839
15.038889999999999,104.5051
15.051670000000001,101.9565
15.05858,100.7458
15.062779999999998,103.6087
15.07731,99.75864
15.07869,101.0215
15.08603,101.1116
15.090829999999999,99.98639
15.094779999999998,100.4658
15.09675,104.1232
15.09875,102.4293
15.10861,103.1767
15.119439999999999,100.2761
15.12144,102.2799
15.12156,100.7025
15.14375,103.5696
15.146579999999998,103.7578
15.149529999999999,103.8778
15.154779999999999,104.7687
15.16722,101.7278
15.17344,104.6612
15.174829999999998,100.4163
15.18056,102.8444
15.18181,103.0314
15.183689999999999,101.0731
15.18811,98.477
15.19164,100.8809
15.19178,102.2118
15.19539,98.46125
15.204170000000001,102.0599
15.208279999999998,104.0093
15.212810000000001,102.5551
15.214360000000001,105.4592
15.21556,99.85445
15.223670000000002,99.68796999999999
15.22742,105.2657
15.22853,104.3155
15.236889999999999,99.67369000000001
15.238579999999999,105.0854
15.246329999999999,104.08200000000001
15.24725,103.6138
15.24736,102.9026
15.2525,100.0967
15.27936,104.2434
15.28,99.9825
15.30125,103.3512
15.30742,101.5527
15.31189,101.74600000000001
15.316670000000002,103.9346
15.32306,100.24
15.32311,104.7279
15.332970000000001,104.0455
15.334829999999998,103.087
15.336279999999999,100.8316
15.33661,104.5474
15.340420000000002,102.1889
15.343,99.57585999999999
15.35028,103.4756
15.35186,104.3982
15.354779999999998,99.932
15.35994,101.9152
15.36,105.4563
15.360560000000001,102.81700000000001
15.364279999999999,105.2149
15.37214,99.80611
15.377670000000002,105.02600000000001
15.40831,104.9235
15.417689999999999,101.5306
15.419310000000001,99.96995
15.42394,102.8982
15.446860000000001,102.2726
15.44989,99.8383
15.45069,101.7058
15.460220000000001,103.9208
15.46136,102.5828
15.472220000000002,100.1683
15.473579999999998,99.54011
15.476560000000001,104.1145
15.48944,102.7581
15.490720000000001,99.59108
15.49942,102.5251
15.50036,103.2608
15.510279999999998,104.7151
15.52444,102.9836
15.54222,105.0653
15.542639999999999,101.8564
15.556779999999998,102.796
15.55989,99.45831
15.561420000000002,104.204
15.562170000000002,101.9562
15.576279999999999,103.9714
15.584079999999998,99.81914
15.60108,105.2119
15.60803,102.1313
15.6095,103.5977
15.61106,103.8002
15.612860000000001,102.4282
15.618829999999999,100.0085
15.624,104.165
15.629829999999998,99.55072
15.635829999999999,102.3248
15.635829999999999,103.473
15.63619,102.5583
15.636920000000002,101.6095
15.644639999999999,100.4992
15.65833,99.46894
15.66275,102.9488
15.67119,104.8613
15.676329999999998,102.1695
15.677439999999999,103.1714
15.683670000000001,104.3752
15.684079999999998,104.6898
15.684529999999999,103.2608
15.688889999999999,102.6575
15.69256,100.8176
15.71686,99.80125
15.725970000000002,104.0386
15.728639999999999,104.4672
15.74794,102.3182
15.753470000000002,102.8577
15.755529999999998,105.0822
15.76789,103.0315
15.77014,103.5654
15.774029999999998,99.6685
15.77556,102.0698
15.77956,103.7314
15.78164,102.5969
15.793389999999999,101.8453
15.79925,102.4627
15.820920000000001,101.5461
15.82119,104.1474
15.82594,105.2105
15.8336,101.051
15.843029999999999,103.9286
15.843860000000001,100.6498
15.844389999999999,101.4098
15.854529999999999,102.8969
15.86708,102.99799999999999
15.870970000000002,100.2713
15.886610000000001,100.0595
15.88931,104.598
15.890310000000001,104.4356
15.89144,102.5021
15.90211,105.2793
15.9045,103.2758
15.905029999999998,104.9474
15.910639999999999,99.42208000000001
15.913470000000002,100.6842
15.926444400000001,99.479694
15.93128,99.95546999999999
15.943810000000001,103.7659
15.944529999999999,101.8987
15.94519,103.9705
15.94842,102.7255
15.97136,102.1873
15.981029999999999,103.5396
15.996670000000002,102.595
15.9985,100.56841700000001
15.99956,104.1379
16.012999999999998,104.366
16.01517,101.6444
16.02003,103.0384
16.04242,103.9053
16.04464,104.6708
16.046529999999997,102.8196
16.047060000000002,105.1688
16.048055599999998,100.373222
16.04942,103.1125
16.05767,104.5214
16.06403,102.5684
16.0736944,100.211611
16.07703,104.0307
16.08025,103.2977
16.08103,102.4006
16.09092,105.0012
16.092470000000002,102.9118
16.103545999999998,103.427267
16.11392,99.81333000000001
16.120279999999998,99.52571999999999
16.1225278,99.329167
16.12586,101.8969
16.12739,102.2786
16.172060000000002,99.91544
16.17397,102.3936
16.17706,102.7034
16.177139999999998,103.7691
16.18069,103.6052
16.1874167,100.523611
16.19083,100.2397
16.19294,103.9482
16.1978889,100.101333
16.208888899999998,99.71005600000001
16.22117,103.3701
16.22825,104.7354
16.229329999999997,102.915
16.23069,104.1336
16.232083300000003,100.86166700000001
16.233610000000002,103.8135
16.24558,103.2438
16.25133,103.4688
16.2557,104.5095
16.274060000000002,102.7769
16.28081,100.5989
16.287110000000002,99.86780999999999
16.29467,103.7219
16.31269,100.8049
16.32175,101.8692
16.325670000000002,104.9088
16.32675,102.6096
16.33097,103.2492
16.347360000000002,103.4329
16.34892,103.8311
16.356579999999997,102.0867
16.362333300000003,100.208389
16.36339,103.1096
16.36811,104.0577
16.38211,104.3676
16.384970000000003,103.1881
16.387,104.6953
16.396420000000003,102.6735
16.40331,104.5239
16.40575,103.9981
16.4060556,100.537972
16.41114,102.0394
16.412860000000002,102.3946
16.416166699999998,98.687083
16.426,103.6785
16.44761,102.4401
16.469666699999998,100.557722
16.47103,102.9452
16.47361,102.5987
16.49739,103.5229
16.5042778,100.055583
16.50517,102.3191
16.51128,99.89676999999999
16.51225,100.3767
16.5183,104.125
16.52645,102.9912
16.5315,104.0434
16.533,103.181
16.53872,104.3684
16.5521389,100.512389
16.552570000000003,101.9069
16.57014,100.2164
16.571920000000002,103.825
16.57914,99.38597
16.5820833,100.306667
16.58342,104.5791
16.59731,104.4294
16.6056,101.134
16.607310000000002,102.8638
16.623829999999998,102.37200000000001
16.633,103.2242
16.63719,104.7335
16.64433,103.9036
16.64497,102.1085
16.672222199999997,100.614389
16.67811,104.0736
16.68478,103.7279
16.685470000000002,99.2543
16.6918,102.5071
16.698439999999998,102.7843
16.6986111,99.85936099999999
16.70133,102.1394
16.70317,103.3939
16.7045278,101.04316700000001
16.7068056,99.66283299999999
16.70919,101.9279
16.71275,103.5179
16.71392,103.0317
16.7730556,99.750889
16.784000000000002,102.6305
16.796110000000002,103.9872
16.8067222,100.147361
16.818360000000002,104.5419
16.833444399999998,100.43575
16.83547,103.5378
16.84875,102.1828
16.85106,102.8318
16.858439999999998,102.3046
16.8663,101.33200000000001
16.87702,101.861
16.882,99.794556
16.90145,103.9212
16.90711,103.2405
16.91248,102.5454
16.925555600000003,100.608361
16.92742,104.5704
16.93122,103.6024
16.93339,104.4682
16.938579999999998,104.7054
16.9618611,98.580667
16.96237,102.1749
16.9674,101.3
16.967416699999998,100.052778
16.96997,102.9671
16.97825,104.148
16.983060000000002,102.8267
17.00497,104.5826
17.009220000000003,99.58636
17.01458,99.81421999999999
17.01835,102.3259
17.023670000000003,103.2378
17.0253,103.4344
17.02814,103.1233
17.03064,104.3367
17.05869,104.4595
17.06127,102.0256
17.06156,99.06461
17.06158,103.8139
17.09465,101.7934
17.10097,104.6586
17.101,100.829194
17.11061,102.5829
17.11156,100.3541
17.12881,102.9623
17.12987,101.6923
17.13778,102.7949
17.1608333,100.205389
17.1648,101.8391
17.16658,103.7214
17.17194,104.3279
17.182000000000002,102.4652
17.182029999999997,101.1584
17.19622,103.1143
17.21856,104.5289
17.23542,99.12321999999999
17.23856,102.9332
17.24469,103.2084
17.25379,101.73899999999999
17.258944399999997,99.85041700000001
17.26185,102.3381
17.27597,104.0101
17.27769,99.97142
17.298083300000002,100.656472
17.30394,103.5953
17.30744,102.5986
17.3129,101.965
17.32047,103.0828
17.32177,102.1418
17.3325833,99.536139
17.33728,103.4696
17.33769,101.6163
17.34561,103.8483
17.34911,104.2844
17.3528056,100.05041700000001
17.3578,101.2457
17.36375,102.9771
17.36431,103.7089
17.37752,102.2985
17.38404,101.3575
17.38685,102.0561
17.38692,103.3252
17.41,102.5048
17.42239,102.4195
17.4311667,98.06405600000001
17.43839,99.15828
17.44513,101.473
17.44939,104.4573
17.45675,103.5321
17.4680833,100.331972
17.47578,102.00299999999999
17.479689999999998,100.1245
17.48297,102.9963
17.48807,100.9963
17.50767,103.9785
17.5205,102.8238
17.54106,103.7386
17.55238,101.8368
17.5531944,99.872139
17.55406,103.1664
17.55481,104.0657
17.5687,102.3152
17.5772778,99.717972
17.5850833,100.491389
17.58706,102.6087
17.62483,102.23700000000001
17.6351389,98.776667
17.642,104.1224
17.659329999999997,103.1499
17.66207,101.4267
17.662860000000002,102.3606
17.664,104.4394
17.67231,103.5196
17.673189999999998,102.9279
17.67539,104.0
17.689,98.978833
17.695472199999998,100.02130600000001
17.70618,101.7198
17.7063056,100.64291700000001
17.713279999999997,103.3893
17.72411,102.6909
17.74867,103.7071
17.765829999999998,104.2779
17.77225,102.5916
17.77311,102.227
17.782166699999998,100.3665
17.783079999999998,104.0955
17.78517,102.9942
17.797694399999997,98.338944
17.8007,101.9449
17.8022222,99.495333
17.8265,104.1506
17.84675,102.4268
17.85269,103.8703
17.8753889,99.346389
17.89197,103.8669
17.8978,101.6981
17.8981389,100.820278
17.914920000000002,102.2408
17.92664,99.60247
17.93456,103.6631
17.9493611111,103.76883333299999
17.95164,103.1971
17.9536111,98.89680600000001
17.9549444,98.682722
17.962583300000002,97.931028
17.97139,100.09
17.973110000000002,102.4326
17.9749444,100.011806
17.98206,102.9908
17.988139999999998,104.1804
17.9931111,99.0495
17.9931111,99.04955600000001
18.01708,103.3061
18.019777777799998,103.41988888899999
18.026166699999997,99.855333
18.045138888900002,104.131277778
18.0650833,99.249639
18.06653,99.79239
18.06803,102.2645
18.069805600000002,100.181444
18.07089,98.55171999999999
18.0853611,101.12647199999999
18.08769,103.0992
18.0934722222,103.59100000000001
18.12811,99.50764000000001
18.1296111,100.207444
18.1365,103.742472222
18.14497,100.1213
18.1626111,98.608028
18.181829999999998,103.3249
18.1869722,100.664806
18.20928,99.39792
18.212166699999997,100.248056
18.215,98.836361
18.2293055556,103.47125
18.2595,100.276972
18.261416699999998,99.990083
18.26878,103.2131
18.279194399999998,100.178611
18.29475,103.995166667
18.301888888900002,103.31086111100001
18.31881,99.32616
18.33275,100.740567
18.3351111,97.916583
18.3846111,100.431306
18.389416699999998,98.67783299999999
18.401310000000002,98.71736
18.4115,103.518583333
18.41925,99.72689
18.42075,99.54344
18.423416699999997,100.140028
18.480079999999997,99.47105
18.48828,98.87917
18.5067222,98.352278
18.5288611,98.821167
18.5725,100.782583
18.586833300000002,98.80077800000001
18.607689999999998,98.88736
18.63111,99.11584
18.68936,98.99333
18.712277800000003,99.582306
18.721997199999997,101.007639
18.72372,98.92678000000001
18.7256944,100.236611
18.732472199999997,100.824694
18.765439999999998,99.11205
18.76578,99.51805999999999
18.77036,99.2523
18.784416699999998,99.970639
18.8065278,97.90769399999999
18.8378611,100.44794399999999
18.84556,99.02744
18.8954444,100.28325
18.91556,99.13439
18.96003,98.91803
18.972,98.726472
19.121389999999998,99.00041999999999
19.137666699999997,98.93175
19.183,100.83
19.22556,99.94969
19.2284722,100.324083
19.2748889,99.637333
19.3223889,100.149889
19.32975,100.872639
19.3529444,98.962944
19.3594,100.70100000000001
19.36,100.04808299999999
19.3616389,99.839556
19.39094,99.50909
19.3918611,98.4275
19.41903,99.18833000000001
19.4443333,99.97319399999999
19.50056,99.74695
19.5304444,100.29225
19.532916699999998,98.269917
19.5769444,98.62344399999999
19.6133611,100.339389
19.6438889,100.084861
19.65142,99.14703
19.73094,100.1179
19.8262,99.7792
19.8678,99.6482
19.8915556,99.96675
19.92236,100.3059
19.9569,99.9375
19.98769,99.25108
20.0348611,100.114667
20.0617,99.3599
20.1066389,100.51563900000001
20.1268611,99.809028
20.1606667,99.647
20.2111667,100.139083
20.26642,100.0836
20.367720000000002,99.98753
20.3724167,100.352694
